countdown_index,title,year,tMeterScore,adjusted_score,critics_consensus,synopsis,synopsis_link,director,cast
10,Heat,1995,86.0,91.174,"Though Al Pacino and Robert De Niro share but a handful of screen minutes together, Heat is an engrossing crime drama that draws compelling performances from its stars -- and confirms Michael Mann's mastery of the genre.","A successful career criminal considers getting out of the business after one last score, while an obsessive cop desperately tries...",https://www.rottentomatoes.com/m/1068182-heat/,Michael Mann,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight"
9,The Raid: Redemption,2012,86.0,91.68,"No frills and all thrills, The Raid: Redemption is an inventive action film expertly paced and edited for maximum entertainment.","As a rookie member of an elite special-forces team, Rama (Iko Uwais) is instructed to hang back during a covert...",https://www.rottentomatoes.com/m/the_raid_redemption/,Gareth Evans,"Iko Uwais, Joe Taslim, Doni Alamsyah, Yahan Ruhian"
8,Mission: Impossible - Fallout,2018,97.0,115.521,"Fast, sleek, and fun, Mission: Impossible - Fallout lives up to the ""impossible"" part of its name by setting yet another high mark for insane set pieces in a franchise full of them.",The best intentions often come back to haunt you. MISSION: IMPOSSIBLE - FALLOUT finds Ethan Hunt (Tom Cruise) and his...,https://www.rottentomatoes.com/m/mission_impossible_fallout/,Christopher McQuarrie,"Tom Cruise, Henry Cavill, Ving Rhames, Simon Pegg"
7,Raiders of the Lost Ark,1981,95.0,101.172,"Featuring bravura set pieces, sly humor, and white-knuckle action, Raiders of the Lost Ark is one of the most consummately entertaining adventure pictures of all time.","Indiana Jones (Harrison Ford) is no ordinary archeologist. When we first see him, he is somewhere in the Peruvian jungle...",https://www.rottentomatoes.com/m/raiders_of_the_lost_ark/,Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman, Wolf Kahler"
6,Aliens,1986,97.0,104.095,"While Alien was a marvel of slow-building, atmospheric tension, Aliens packs a much more visceral punch, and features a typically strong performance from Sigourney Weaver.","Big-budget special effects, swiftly paced action, and a distinct feminist subtext from writer/director James Cameron turned what should have been...",https://www.rottentomatoes.com/m/1000617-aliens/,James Cameron,"Sigourney Weaver, Carrie Henn, Michael Biehn, Paul Reiser"
5,Lat sau san taam (Hard-Boiled),1992,94.0,96.038,"Boasting impactful action as well as surprising emotional resonance, Hard Boiled is a powerful thriller that hits hard in more ways than one.","Yun-Fat portrays a maverick, clarinet-playing cop nicknamed ""Tequila"" whose partner is killed in the dizzying chaos of a restaurant gunfight...",https://www.rottentomatoes.com/m/hard_boiled/,John Woo,"Yun-Fat Chow, Tony Leung Chiu Wai, Anthony Wong, Teresa Mo"
4,The Matrix,1999,87.0,93.701,"Thanks to the Wachowskis' imaginative vision, The Matrix is a smartly crafted combination of spectacular action and groundbreaking special effects.","What if virtual reality wasn't just for fun, but was being used to imprison you? That's the dilemma that faces...",https://www.rottentomatoes.com/m/matrix/,Lilly Wachowski,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Joe Pantoliano"
3,Terminator 2: Judgment Day,1991,93.0,99.166,"T2 features thrilling action sequences and eye-popping visual effects, but what takes this sci-fi/ action landmark to the next level is the depth of the human (and cyborg) characters.","A sequel to the sci-fi action thriller that made him and star Arnold Schwarzenegger A-list Hollywood names, writer/director James Cameron...",https://www.rottentomatoes.com/m/terminator_2_judgment_day/,James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick"
2,Die Hard,1988,93.0,98.813,Its many imitators (and sequels) have never come close to matching the taut thrills of the definitive holiday action classic.,"It's Christmas time in L.A., and there's an employee party in progress on the 30th floor of the Nakatomi Corporation...",https://www.rottentomatoes.com/m/die_hard/,John McTiernan,"Bruce Willis, Alan Rickman, Reginald VelJohnson, Bonnie Bedelia"
1,Mad Max: Fury Road,2015,97.0,113.359,"With exhilarating action and a surprising amount of narrative heft, Mad Max: Fury Road brings George Miller's post-apocalyptic franchise roaring vigorously back to life.","Filmmaker George Miller gears up for another post-apocalyptic action adventure with Fury Road, the fourth outing in the Mad Max...",https://www.rottentomatoes.com/m/mad_max_fury_road/,George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult, Rosie Huntington-Whiteley"
